image_id,bbox,width,height,size
239717,"[219.15, 176.47, 49.36, 78.66]",49.36,78.66,3882.6576
239717,"[367.46, 96.54, 24.73, 65.82]",24.73,65.82,1627.7286
239717,"[454.37, 60.23, 63.37, 114.82]",63.37,114.82,7276.143399999999
239717,"[382.22, 97.23, 38.92, 53.4]",38.92,53.4,2078.328
239717,"[0, 76.02, 554, 556.96]",554.0,556.96,308555.84
239717,"[323.41, 125.73, 218.94, 203.61]",218.94,203.61,44578.373400000004
239717,"[392.63, 135.19, 109.3, 152.45]",109.3,152.45,16662.785
239773,"[409.71, 139.92, 88.9, 199.44]",88.9,199.44,17730.216
239773,"[100.49, 63.39, 200.22, 276.74]",200.22,276.74,55408.8828
239857,"[69.63, 134.67, 27.66, 40.18]",27.66,40.18,1111.3788
239857,"[8.12, 127.65, 36.98, 96.05]",36.98,96.05,3551.9289999999996
239857,"[28.22, 125.88, 27.94, 45.62]",27.94,45.62,1274.6228
239857,"[293.16, 121.59, 69.91, 151.09]",69.91,151.09,10562.7019
240023,"[386.54, 1.21, 93.14, 49.62]",93.14,49.62,4621.6068
240023,"[158.38, 0, 77.91, 30.39]",77.91,30.39,2367.6848999999997
240023,"[130.15, 0.22, 37.94, 24.88]",37.94,24.88,943.9472
240023,"[214.29, 142.38, 189.84, 497.62]",189.84,497.62,94468.1808
240023,"[67.63, 0, 73.9, 25.6]",73.9,25.6,1891.8400000000001
240023,"[262.06, 0, 93.42, 32.28]",93.42,32.28,3015.5976
240049,"[178.41, 186.42, 120.7, 338.69]",120.7,338.69,40879.883
240049,"[188.4, 174.02, 237.6, 457.35]",237.6,457.35,108666.36
240250,"[259.61, 102.29, 222.09, 120.33]",222.09,120.33,26724.0897
240250,"[0, 0, 62.57, 323.31]",62.57,323.31,20229.5067
240250,"[165.3, 50.67, 34.72, 42.5]",34.72,42.5,1475.6
240250,"[122.01, 63.6, 48.79, 109.94]",48.79,109.94,5363.9726
240250,"[135.21, 45.43, 30.36, 33.88]",30.36,33.88,1028.5968
240250,"[38.24, 14.11, 79.24, 185.96]",79.24,185.96,14735.4704
240250,"[199.98, 8.44, 311.08, 379.97]",311.08,379.97,118201.06760000001
240250,"[90.45, 69.12, 50.53, 58.67]",50.53,58.67,2964.5951
240250,"[156.06, 78.62, 61.54, 74.58]",61.54,74.58,4589.6532
241668,"[0, 28.11, 317.12, 601.08]",317.12,601.08,190614.48960000003
241668,"[229.14, 88.49, 158.02, 543.61]",158.02,543.61,85901.2522
241677,"[455.46, 284.96, 28.35, 26.67]",28.35,26.67,756.0945
241677,"[361.34, 293.11, 24.18, 27.1]",24.18,27.1,655.278
241677,"[494.06, 269.5, 16.59, 27.6]",16.59,27.6,457.884
242411,"[236.74, 588.16, 61.51, 51.84]",61.51,51.84,3188.6784000000002
242678,"[351.53, 163.32, 61.73, 63.95]",61.73,63.95,3947.6335
242724,"[105.76, 99.16, 115, 222.34]",115.0,222.34,25569.100000000002
242724,"[330.75, 120.7, 73.12, 198.75]",73.12,198.75,14532.6
242946,"[406.56, 0.62, 233.44, 238.3]",233.44,238.3,55628.752
242946,"[207.1, 0, 152.09, 174.74]",152.09,174.74,26576.2066
242946,"[509.89, 16.44, 41.38, 83.58]",41.38,83.58,3458.5404000000003
242946,"[415.13, 25.69, 60.27, 73.16]",60.27,73.16,4409.3532000000005
242946,"[6.65, 0.35, 168.51, 202.67]",168.51,202.67,34151.9217
243034,"[101.6, 536.69, 5.76, 19.53]",5.76,19.53,112.4928
243034,"[126.9, 537.7, 9.63, 12.36]",9.63,12.36,119.02680000000001
243034,"[78.33, 566.36, 29.43, 28.06]",29.43,28.06,825.8058
243034,"[20.06, 536.16, 10.17, 23.53]",10.17,23.53,239.30010000000001
243034,"[34.27, 542.23, 7.67, 18.18]",7.67,18.18,139.4406
243034,"[119.73, 547.57, 20.2, 29.89]",20.2,29.89,603.778
243034,"[106.88, 536.18, 5.47, 21.49]",5.47,21.49,117.5503
243034,"[292.07, 547.55, 18.53, 32.49]",18.53,32.49,602.0397
243034,"[285.6, 532.31, 6.21, 24.66]",6.21,24.66,153.1386
243034,"[400.44, 530.57, 7, 18.4]",7.0,18.4,128.79999999999998
243148,"[129.96, 72.65, 351.92, 283.31]",351.92,283.31,99702.45520000001
243148,"[254.02, 1.62, 385.98, 353.53]",385.98,353.53,136455.5094
243204,"[198.47, 35.96, 281.53, 593.97]",281.53,593.97,167220.3741
243867,"[0, 223.13, 34.86, 41.43]",34.86,41.43,1444.2498
243989,"[0, 362.3, 14.55, 33.76]",14.55,33.76,491.20799999999997
243989,"[313.56, 190.19, 133.26, 242.03]",133.26,242.03,32252.9178
243989,"[154.76, 65.55, 218.84, 372.45]",218.84,372.45,81506.958
243989,"[480.93, 332.24, 19.07, 105.76]",19.07,105.76,2016.8432
243989,"[393.72, 354.79, 77.42, 83.21]",77.42,83.21,6442.1182
243989,"[27.53, 406.6, 55.43, 31.4]",55.43,31.4,1740.502
243989,"[83.66, 177.17, 111.23, 255.91]",111.23,255.91,28464.869300000002
244099,"[184.89, 98.34, 44.93, 83.86]",44.93,83.86,3767.8298
244496,"[10.11, 50.56, 253.93, 449.44]",253.93,449.44,114126.29920000001
244750,"[341.39, 173.65, 51.61, 109.1]",51.61,109.1,5630.651
244750,"[43.17, 141.88, 89.7, 122.29]",89.7,122.29,10969.413
244750,"[97.53, 85.33, 183.86, 195.07]",183.86,195.07,35865.5702
244750,"[230.49, 148.53, 65.96, 95.02]",65.96,95.02,6267.519199999999
244833,"[184.96, 5.09, 78.44, 64.02]",78.44,64.02,5021.7288
244833,"[392.37, 32.71, 146.89, 116.16]",146.89,116.16,17062.7424
244833,"[327.78, 11.48, 91.23, 87.04]",91.23,87.04,7940.659200000001
244833,"[547.17, 12.75, 66.56, 106.61]",66.56,106.61,7095.9616000000005
245026,"[178.58, 32.95, 246.37, 274.07]",246.37,274.07,67522.6259
245311,"[420.66, 172.51, 169.03, 235.98]",169.03,235.98,39887.6994
245311,"[185.12, 82.54, 194.79, 321.89]",194.79,321.89,62700.95309999999
245320,"[409.89, 247.72, 14.11, 64.56]",14.11,64.56,910.9416
245320,"[180.18, 92.25, 203.24, 200.36]",203.24,200.36,40721.1664
245448,"[235.99, 154.48, 25.83, 62.91]",25.83,62.91,1624.9652999999998
245448,"[378.33, 146.78, 44.25, 86.54]",44.25,86.54,3829.3950000000004
245448,"[275.28, 134.48, 92.48, 138.73]",92.48,138.73,12829.750399999999
245448,"[157.48, 115.42, 126.21, 305.25]",126.21,305.25,38525.6025
245448,"[62.46, 147.08, 84.13, 217.42]",84.13,217.42,18291.544599999997
246436,"[0, 4.43, 402.33, 628.55]",402.33,628.55,252884.52149999997
246454,"[0, 2.16, 95.14, 337.3]",95.14,337.3,32090.722
246454,"[116.61, 15.51, 437.2, 543.59]",437.2,543.59,237657.548
246883,"[385.12, 229.18, 35.94, 128.99]",35.94,128.99,4635.9006
246883,"[257.88, 226.23, 47.68, 125.25]",47.68,125.25,5971.92
246963,"[83.68, 97.86, 54.33, 47]",54.33,47.0,2553.5099999999998
246963,"[150.53, 121.98, 66.39, 90.85]",66.39,90.85,6031.5315
246963,"[221.18, 109.32, 55.84, 109.58]",55.84,109.58,6118.9472000000005
246963,"[360.65, 129.69, 77.95, 118.4]",77.95,118.4,9229.28
246963,"[438.88, 150.07, 89.66, 145.35]",89.66,145.35,13032.080999999998
246968,"[183.3, 135.16, 120.36, 180.8]",120.36,180.8,21761.088
247917,"[386.63, 214.52, 96.45, 342.9]",96.45,342.9,33072.705
247917,"[149.2, 238.65, 113.28, 349.52]",113.28,349.52,39593.6256
247917,"[162.14, 206.65, 93.79, 120.81]",93.79,120.81,11330.769900000001
247917,"[328.2, 241.14, 86.2, 331.18]",86.2,331.18,28547.716
247917,"[34.38, 204.92, 118.28, 391.95]",118.28,391.95,46359.846
247917,"[250.25, 240.78, 87.57, 335.9]",87.57,335.9,29414.762999999995
247917,"[456.81, 222.76, 141.48, 335.13]",141.48,335.13,47414.19239999999
247917,"[307.79, 199.92, 51.78, 112.93]",51.78,112.93,5847.5154
247917,"[52.03, 55.62, 169.32, 499.16]",169.32,499.16,84517.7712
247917,"[335.57, 97.64, 148.53, 203.55]",148.53,203.55,30233.2815
248112,"[626.95, 207.43, 13.05, 81.08]",13.05,81.08,1058.094
248112,"[261.47, 198.49, 41.57, 130.73]",41.57,130.73,5434.446099999999
248284,"[255.17, 150.82, 127.66, 260.24]",127.66,260.24,33222.2384
248284,"[358.13, 120.67, 68.87, 193.09]",68.87,193.09,13298.108300000002
248334,"[415.63, 180.65, 42.62, 38.26]",42.62,38.26,1630.6411999999998
248334,"[484.6, 183.32, 12.7, 27.87]",12.7,27.87,353.949
248334,"[388.32, 192.2, 16.7, 25.41]",16.7,25.41,424.347
248334,"[451.63, 186.92, 9.98, 25.13]",9.98,25.13,250.7974
248334,"[417.07, 194.34, 13.09, 19.64]",13.09,19.64,257.0876
248334,"[329.13, 170.86, 61.36, 46.79]",61.36,46.79,2871.0344
248334,"[441.58, 184.72, 12.93, 25.57]",12.93,25.57,330.6201
248334,"[469.42, 186.72, 18.01, 34.3]",18.01,34.3,617.743
248334,"[464.8, 196.14, 17.16, 30.73]",17.16,30.73,527.3268
248400,"[0, 7.47, 251.57, 410.61]",251.57,410.61,103297.1577
248616,"[182.31, 72.63, 131.46, 304.18]",131.46,304.18,39987.5028
248616,"[370.07, 84.38, 215.67, 261.37]",215.67,261.37,56369.6679
248616,"[0, 70.66, 184.43, 328.63]",184.43,328.63,60609.2309
248752,"[145.79, 78.11, 268.82, 290.73]",268.82,290.73,78154.0386
248810,"[238.41, 139.47, 7.81, 21.78]",7.81,21.78,170.1018
249180,"[139.76, 210.85, 60.73, 203.38]",60.73,203.38,12351.267399999999
249180,"[461.23, 263.22, 13.66, 36.25]",13.66,36.25,495.175
249180,"[345.92, 147.07, 53.04, 58.8]",53.04,58.8,3118.752
249643,"[352.57, 196.47, 27.99, 27.68]",27.99,27.68,774.7632
249786,"[349.16, 231.68, 3.26, 4.56]",3.26,4.56,14.865599999999997
249786,"[527.08, 192.23, 7.43, 8.6]",7.43,8.6,63.897999999999996
249786,"[344.29, 231.76, 6.23, 13.75]",6.23,13.75,85.66250000000001
249786,"[245.99, 251.94, 5.48, 9.74]",5.48,9.74,53.37520000000001
249786,"[257.33, 264.42, 3.66, 8.75]",3.66,8.75,32.025
249786,"[90.04, 331.48, 9.2, 13.21]",9.2,13.21,121.532
249786,"[316.84, 236.89, 4.2, 6.85]",4.2,6.85,28.77
249786,"[98.5, 335.43, 8.27, 11.01]",8.27,11.01,91.05269999999999
249786,"[336.34, 234.06, 8.01, 12.97]",8.01,12.97,103.8897
249786,"[94.72, 307.22, 5.63, 12.29]",5.63,12.29,69.19269999999999
249786,"[298.85, 121.28, 46.69, 57.65]",46.69,57.65,2691.6785
250127,"[237.3, 179.87, 136.63, 422.83]",136.63,422.83,57771.262899999994
250137,"[153.29, 184.98, 263.64, 326.65]",263.64,326.65,86118.006
250137,"[0, 451.21, 31.29, 188.79]",31.29,188.79,5907.2391
250137,"[350.55, 208.86, 38.74, 47.14]",38.74,47.14,1826.2036
250137,"[366, 235.99, 114, 239.91]",114.0,239.91,27349.739999999998
250137,"[0, 228.68, 22.32, 49.01]",22.32,49.01,1093.9032
250137,"[0, 192.28, 158.89, 447.72]",158.89,447.72,71138.2308
250137,"[329.81, 249.14, 58.23, 80.09]",58.23,80.09,4663.6407
250137,"[56.09, 198.47, 107.87, 355.24]",107.87,355.24,38319.7388
250137,"[426.74, 227.39, 43.13, 63.72]",43.13,63.72,2748.2436000000002
250137,"[448.43, 219.33, 31.57, 139.79]",31.57,139.79,4413.1703
250282,"[0, 34, 639, 388]",639.0,388.0,247932.0
250282,"[373.35, 131.95, 53.61, 133.06]",53.61,133.06,7133.3466
250282,"[461.5, 94.99, 66.2, 101.7]",66.2,101.7,6732.540000000001
250282,"[206.78, 43.08, 35.42, 88.07]",35.42,88.07,3119.4393999999998
250282,"[267.02, 136.17, 54.89, 130.81]",54.89,130.81,7180.1609
250282,"[343.35, 182.66, 63.71, 140.46]",63.71,140.46,8948.706600000001
250282,"[556.64, 196.5, 75.94, 173.27]",75.94,173.27,13158.123800000001
250282,"[120.78, 85.52, 46.33, 108.56]",46.33,108.56,5029.5848
250282,"[245.64, 40.92, 57.84, 90.09]",57.84,90.09,5210.805600000001
250282,"[1.81, 187.29, 69.31, 197.46]",69.31,197.46,13685.9526
250282,"[343.03, 78.05, 55.21, 105.01]",55.21,105.01,5797.6021
250282,"[172.75, 276.27, 86.58, 134.75]",86.58,134.75,11666.655
250282,"[285.88, 90.14, 53.01, 139.01]",53.01,139.01,7368.920099999999
250282,"[205.25, 190.42, 63.16, 137.74]",63.16,137.74,8699.6584
250619,"[263.82, 298.86, 190.24, 67.43]",190.24,67.43,12827.883200000002
250901,"[416.27, 0.97, 223.73, 163.4]",223.73,163.4,36557.481999999996
250901,"[0, 0, 208.69, 307.29]",208.69,307.29,64128.3501
250901,"[211.56, 1.02, 202.95, 129.24]",202.95,129.24,26229.258
251140,"[191.39, 274.97, 77.95, 89.62]",77.95,89.62,6985.879000000001
251140,"[124.72, 202.25, 88.76, 220.22]",88.76,220.22,19546.7272
251572,"[40.21, 7.66, 599.27, 412.6]",599.27,412.6,247258.802
251824,"[0, 104.98, 500, 265.63]",500.0,265.63,132815.0
252219,"[510.44, 171.27, 123.66, 215.76]",123.66,215.76,26680.881599999997
252219,"[326.28, 174.56, 71.24, 197.25]",71.24,197.25,14052.089999999998
252219,"[9.79, 167.06, 121.94, 226.45]",121.94,226.45,27613.313
252294,"[230.44, 79.86, 74.29, 166.82]",74.29,166.82,12393.0578
252294,"[52.81, 48.39, 186.52, 412.36]",186.52,412.36,76913.38720000001
252507,"[137.18, 277.27, 57.94, 146.16]",57.94,146.16,8468.5104
252559,"[106.9, 460.28, 28.76, 69.75]",28.76,69.75,2006.0100000000002
252559,"[25.33, 458.76, 21.89, 70.85]",21.89,70.85,1550.9064999999998
252559,"[216.2, 451.15, 54.4, 174.67]",54.4,174.67,9502.047999999999
252559,"[145.26, 490.43, 34.52, 126.56]",34.52,126.56,4368.8512
252559,"[63.58, 456.67, 25.92, 84.1]",25.92,84.1,2179.872
252559,"[45.65, 458.63, 22.73, 68.89]",22.73,68.89,1565.8697
252559,"[43.23, 453.64, 10.14, 19.24]",10.14,19.24,195.0936
252559,"[82.81, 463.96, 10.28, 64.44]",10.28,64.44,662.4431999999999
252559,"[0.33, 457.6, 17.84, 73.09]",17.84,73.09,1303.9256
252559,"[61.27, 458.22, 10.52, 13.55]",10.52,13.55,142.546
252559,"[87.83, 462.66, 24.19, 75.46]",24.19,75.46,1825.3773999999999
252559,"[160.93, 471.12, 80.93, 165.7]",80.93,165.7,13410.101
252559,"[16.15, 463.71, 15.3, 58.23]",15.3,58.23,890.919
252701,"[165.45, 31.36, 148.91, 227.02]",148.91,227.02,33805.5482
252701,"[301.38, 28.52, 72.36, 48.53]",72.36,48.53,3511.6308
252716,"[71.11, 254.76, 6.93, 9.52]",6.93,9.52,65.97359999999999
252716,"[206.39, 249.16, 6.44, 17.38]",6.44,17.38,111.9272
252716,"[269.13, 184.39, 31, 106.63]",31.0,106.63,3305.5299999999997
252776,"[63.3, 0, 85.53, 44.9]",85.53,44.9,3840.297
252776,"[0, 133.31, 83.42, 481.8]",83.42,481.8,40191.756
252776,"[74.62, 55.39, 284.12, 584.61]",284.12,584.61,166099.39320000002
253386,"[419.25, 1.88, 80.25, 319.5]",80.25,319.5,25639.875
253386,"[2.14, 0.8, 81.47, 276.55]",81.47,276.55,22530.5285
253695,"[69.85, 40.84, 310.15, 591.54]",310.15,591.54,183466.13099999996
253742,"[586.38, 151.1, 36.14, 104.75]",36.14,104.75,3785.665
253742,"[299.21, 109.74, 65.74, 140.75]",65.74,140.75,9252.904999999999
253742,"[24.7, 115, 68.72, 158.93]",68.72,158.93,10921.669600000001
253742,"[156.4, 110.02, 69.04, 133.76]",69.04,133.76,9234.7904
253742,"[103.44, 110.12, 60.28, 133.5]",60.28,133.5,8047.38
253742,"[250.48, 126.22, 54.99, 114.36]",54.99,114.36,6288.6564
253742,"[357.75, 181.37, 35.82, 69.95]",35.82,69.95,2505.609
253742,"[538.64, 155.52, 47.68, 111.73]",47.68,111.73,5327.2864
253742,"[621.38, 194.53, 17.5, 60.35]",17.5,60.35,1056.125
253742,"[391.75, 92.56, 137.76, 379.91]",137.76,379.91,52336.4016
253819,"[196.71, 5.49, 275.39, 315.69]",275.39,315.69,86937.8691
253835,"[456.01, 269.82, 40.4, 79.27]",40.4,79.27,3202.508
253835,"[482.15, 107.49, 95.57, 329.66]",95.57,329.66,31505.6062
254016,"[237.3, 1.44, 181.22, 130.87]",181.22,130.87,23716.2614
254368,"[33.15, 65.59, 358.85, 393.51]",358.85,393.51,141211.06350000002
254516,"[1.92, 215.9, 38.47, 90.41]",38.47,90.41,3478.0726999999997
254516,"[25.91, 0, 90.2, 43.18]",90.2,43.18,3894.8360000000002
254516,"[329.35, 247.97, 111.05, 145.52]",111.05,145.52,16159.996000000001
254516,"[419.49, 145.46, 102.29, 172.68]",102.29,172.68,17663.4372
254516,"[479.78, 160.24, 153.52, 204.39]",153.52,204.39,31377.9528
254516,"[587.24, 158.21, 52.76, 188.08]",52.76,188.08,9923.1008
254516,"[172.36, 215.17, 62.27, 197.93]",62.27,197.93,12325.101100000002
254516,"[101.28, 107.27, 88.63, 153.83]",88.63,153.83,13633.9529
254516,"[213.98, 96.83, 188.81, 325.33]",188.81,325.33,61425.5573
254814,"[488.1, 78.34, 11.9, 24.38]",11.9,24.38,290.122
254814,"[552.44, 284.55, 20.67, 52.65]",20.67,52.65,1088.2755
254814,"[487.71, 178.39, 19.8, 36.66]",19.8,36.66,725.8679999999999
254814,"[540.21, 314.52, 22.21, 34.87]",22.21,34.87,774.4626999999999
254814,"[468.11, 280.54, 16.21, 34.6]",16.21,34.6,560.8660000000001
254814,"[60.29, 200.14, 19.82, 29.53]",19.82,29.53,585.2846000000001
254814,"[109.38, 116.31, 18.23, 28.74]",18.23,28.74,523.9302
254814,"[451.72, 290.06, 15.93, 20.42]",15.93,20.42,325.29060000000004
254814,"[25, 23, 600, 345]",600.0,345.0,207000.0
254814,"[280.44, 216.39, 21.58, 22.25]",21.58,22.25,480.155
254814,"[587.68, 190.84, 23.77, 37.54]",23.77,37.54,892.3258
254814,"[504.28, 302.39, 15.37, 24.69]",15.37,24.69,379.4853
254814,"[520.33, 289.54, 21.66, 42.08]",21.66,42.08,911.4528
254814,"[169.91, 277.47, 29.62, 45.11]",29.62,45.11,1336.1582
255483,"[4.88, 213.47, 430.11, 210.92]",430.11,210.92,90718.8012
255536,"[124.99, 119.1, 23.99, 33.67]",23.99,33.67,807.7433
255536,"[134.21, 120.14, 29.49, 29.62]",29.49,29.62,873.4938
255749,"[269.05, 181.05, 44.83, 32.29]",44.83,32.29,1447.5607
255749,"[86.59, 184.51, 34.68, 140.78]",34.68,140.78,4882.2504
255749,"[166.66, 170.11, 47.17, 57.59]",47.17,57.59,2716.5203
255749,"[232.06, 170.34, 34.2, 45.7]",34.2,45.7,1562.9400000000003
255917,"[352.86, 331.89, 5.4, 6.47]",5.4,6.47,34.938
256192,"[351.99, 69.57, 26.42, 38.99]",26.42,38.99,1030.1158
256192,"[372.48, 62.2, 25.1, 44.17]",25.1,44.17,1108.6670000000001
256192,"[152.45, 22.41, 45.32, 81.5]",45.32,81.5,3693.58
256192,"[80.52, 62.07, 39.46, 116.09]",39.46,116.09,4580.9114
256192,"[242.65, 75.97, 33.99, 41.74]",33.99,41.74,1418.7426
256192,"[182.11, 61.2, 20.36, 40.88]",20.36,40.88,832.3168000000001
256192,"[21.65, 35.31, 32.84, 76.04]",32.84,76.04,2497.1536000000006
256192,"[387.99, 78.79, 29.57, 84.79]",29.57,84.79,2507.2403000000004
256192,"[499.24, 107.99, 19.18, 53.98]",19.18,53.98,1035.3364
256192,"[49.17, 70.74, 45.92, 117.36]",45.92,117.36,5389.1712
256192,"[202.08, 50.18, 32.58, 51.17]",32.58,51.17,1667.1186
256192,"[120.44, 9.58, 36.95, 81.58]",36.95,81.58,3014.3810000000003
256192,"[0, 0, 639, 355]",639.0,355.0,226845.0
256192,"[240.29, 64.25, 23.68, 24.15]",23.68,24.15,571.872
256775,"[478.81, 273.92, 26.89, 113]",26.89,113.0,3038.57
256775,"[275.36, 274.45, 8.5, 24.61]",8.5,24.61,209.185
256775,"[380.57, 313.77, 34.23, 98.68]",34.23,98.68,3377.8163999999997
256775,"[453.32, 302.13, 58.24, 134.73]",58.24,134.73,7846.6752
256775,"[284.72, 272.83, 9.47, 28.08]",9.47,28.08,265.9176
256775,"[392.74, 272.44, 10.08, 21.36]",10.08,21.36,215.3088
256775,"[224.24, 289.55, 13.87, 20.05]",13.87,20.05,278.0935
256868,"[312.1, 59.72, 102.05, 191.74]",102.05,191.74,19567.067
256868,"[408.81, 206.22, 88.98, 65.26]",88.98,65.26,5806.8348000000005
256868,"[10.64, 190.4, 18.02, 27.75]",18.02,27.75,500.055
256868,"[588.4, 249.28, 12.27, 30.68]",12.27,30.68,376.4436
256868,"[138.19, 179.56, 159.3, 201.53]",159.3,201.53,32103.729000000003
257084,"[146.36, 113.35, 22.76, 65.08]",22.76,65.08,1481.2208
257084,"[168.98, 0.78, 167.62, 187.08]",167.62,187.08,31358.3496
257084,"[129.87, 134.08, 15.71, 35.43]",15.71,35.43,556.6053
257084,"[362.93, 0, 98.03, 187.08]",98.03,187.08,18339.452400000002
257084,"[171.36, 111.05, 28.91, 79.76]",28.91,79.76,2305.8616
257084,"[311.41, 1.05, 74.14, 174.19]",74.14,174.19,12914.4466
257084,"[273.82, 0, 47.92, 118.34]",47.92,118.34,5670.852800000001
257169,"[258.3, 307.09, 220.98, 130.58]",220.98,130.58,28855.5684
257370,"[0, 50.98, 181.55, 422.8]",181.55,422.8,76759.34000000001
257370,"[494.05, 55.68, 145.95, 419.46]",145.95,419.46,61220.18699999999
257478,"[253.76, 22.35, 178.07, 350.81]",178.07,350.81,62468.7367
257566,"[0, 233.78, 64.66, 246.22]",64.66,246.22,15920.5852
257566,"[317.78, 104.99, 33.51, 25.87]",33.51,25.87,866.9037
257566,"[251.8, 117.98, 13.47, 31.57]",13.47,31.57,425.2479
257566,"[291.31, 99.04, 29.43, 36.99]",29.43,36.99,1088.6157
257566,"[285.03, 118.6, 10.62, 9.03]",10.62,9.03,95.89859999999999
257566,"[226.73, 109.35, 10.01, 31.08]",10.01,31.08,311.1108
257566,"[273.88, 110, 12.71, 17.54]",12.71,17.54,222.9334
257566,"[228.72, 112.06, 8.16, 61.49]",8.16,61.49,501.75840000000005
257566,"[208.92, 108.73, 25.84, 68.77]",25.84,68.77,1777.0167999999999
257624,"[117.93, 1.44, 261.76, 628.49]",261.76,628.49,164513.5424
257865,"[169.64, 78.78, 193.46, 341.18]",193.46,341.18,66004.68280000001
257896,"[121.35, 22.75, 353.95, 611.11]",353.95,611.11,216302.3845
258388,"[408.99, 105.05, 103.1, 254.94]",103.1,254.94,26284.314
258388,"[518.74, 210.48, 47.19, 98.31]",47.19,98.31,4639.2489
258388,"[143.89, 65.86, 122.93, 242.04]",122.93,242.04,29753.9772
258541,"[19.04, 29.16, 242.54, 413.93]",242.54,413.93,100394.5822
258793,"[179.93, 231.87, 15.79, 36.48]",15.79,36.48,576.0192
258883,"[0, 65.11, 280.37, 283.5]",280.37,283.5,79484.895
258911,"[543.75, 199.36, 96.25, 224.96]",96.25,224.96,21652.4
258911,"[545.1, 102.67, 92.53, 316.98]",92.53,316.98,29330.1594
258911,"[316.41, 88.01, 38.65, 85.56]",38.65,85.56,3306.894
259097,"[193.07, 142.93, 40.4, 114.49]",40.4,114.49,4625.396
259571,"[368.46, 74.84, 22.69, 35.73]",22.69,35.73,810.7137
259571,"[379.97, 66.55, 33.84, 44.97]",33.84,44.97,1521.7848000000001
259571,"[413.78, 77.13, 38.82, 29.95]",38.82,29.95,1162.6589999999999
259571,"[421.62, 79.02, 10.43, 12.71]",10.43,12.71,132.5653
259571,"[255.08, 55.96, 31.87, 38.88]",31.87,38.88,1239.1056
259571,"[303.9, 79.49, 32.63, 30.84]",32.63,30.84,1006.3092
259571,"[229.85, 67.37, 34.1, 42.94]",34.1,42.94,1464.254
259571,"[262.57, 62.67, 20.09, 49.22]",20.09,49.22,988.8298
259571,"[339.24, 81.1, 29.62, 29.35]",29.62,29.35,869.3470000000001
259571,"[228.05, 56.89, 9.96, 47.28]",9.96,47.28,470.90880000000004
259571,"[368.57, 60.35, 24.87, 30.57]",24.87,30.57,760.2759000000001
259571,"[62, 55, 307, 88]",307.0,88.0,27016.0
259571,"[402.2, 86.81, 25.93, 25.57]",25.93,25.57,663.0301
259571,"[272.07, 81.46, 23.31, 35.78]",23.31,35.78,834.0318
259597,"[0, 32, 579, 205]",579.0,205.0,118695.0
259597,"[347.29, 13.63, 74.9, 139.73]",74.9,139.73,10465.777
259597,"[23.78, 27.95, 272.13, 275.62]",272.13,275.62,75004.4706
259597,"[272.55, 79.68, 52.6, 67.15]",52.6,67.15,3532.0900000000006
259597,"[319.89, 88.08, 28.59, 64.16]",28.59,64.16,1834.3344
259597,"[432.25, 84.35, 26.06, 68.01]",26.06,68.01,1772.3406
259597,"[335.11, 70.1, 23.88, 42.37]",23.88,42.37,1011.7955999999999
259597,"[10.1, 76.77, 30.15, 58.84]",30.15,58.84,1774.026
259597,"[29.96, 93.8, 76.48, 119.64]",76.48,119.64,9150.067200000001
259597,"[516.73, 44.87, 52.58, 112.88]",52.58,112.88,5935.2303999999995
259597,"[562.3, 48.38, 51.88, 108.67]",51.88,108.67,5637.7996
259597,"[596.04, 55.26, 43.09, 106.93]",43.09,106.93,4607.613700000001
259597,"[451.75, 24.48, 75.4, 205.38]",75.4,205.38,15485.652
259597,"[230.12, 91.47, 34.49, 52.73]",34.49,52.73,1818.6577
259640,"[411.65, 222.62, 16.31, 19.19]",16.31,19.19,312.9889
259640,"[396.83, 204.62, 112.34, 221.86]",112.34,221.86,24923.7524
259640,"[350.36, 227.84, 25.08, 128.21]",25.08,128.21,3215.5068
259640,"[459.2, 221.47, 26.26, 89.46]",26.26,89.46,2349.2196
259640,"[551.68, 223.28, 32.44, 72.86]",32.44,72.86,2363.5784
259640,"[515.5, 223.94, 28.9, 99.76]",28.9,99.76,2883.064
259640,"[484.11, 228.33, 32.1, 95.46]",32.1,95.46,3064.266
259640,"[355.06, 212.51, 38.71, 137.05]",38.71,137.05,5305.205500000001
259640,"[583.51, 219.64, 39.4, 60.89]",39.4,60.89,2399.066
259690,"[175.36, 120.95, 39.76, 75.54]",39.76,75.54,3003.4704
259690,"[27, 98, 225, 114]",225.0,114.0,25650.0
259690,"[193.88, 104.01, 21.79, 40.71]",21.79,40.71,887.0708999999999
259690,"[252.19, 127.59, 22.79, 44.09]",22.79,44.09,1004.8111
259690,"[207.08, 101.84, 13.88, 30.89]",13.88,30.89,428.75320000000005
259690,"[70.36, 106.75, 35.84, 65.34]",35.84,65.34,2341.7856
259690,"[67.29, 129.28, 28.96, 74.97]",28.96,74.97,2171.1312
259690,"[244.4, 128.12, 17.26, 49.16]",17.26,49.16,848.5016
259690,"[148.22, 136.34, 211.79, 212.63]",211.79,212.63,45032.907699999996
259690,"[26.45, 105.12, 46.52, 52.08]",46.52,52.08,2422.7616000000003
259690,"[148.07, 123.41, 32.06, 78.04]",32.06,78.04,2501.9624000000003
259690,"[292.97, 85.42, 137.39, 301.29]",137.39,301.29,41394.2331
259690,"[99.7, 125.2, 35.96, 75.54]",35.96,75.54,2716.4184000000005
