image_id_x,bbox_id,center_x,scale_x,score_y
288685,5,"[297.9049987792969, 133.22000122070312]","[0.3228124976158142, 0.43041664361953735]",0.6975851975954496
288685,3,"[533.7849731445312, 154.28500366210938]","[0.34476563334465027, 0.4596874713897705]",0.7277965247631073
288685,8,"[501.82501220703125, 211.30499267578125]","[0.5997656583786011, 0.7996875047683716]",0.7302585647386663
288685,2,"[459.9949951171875, 134.22000122070312]","[0.3856875002384186, 0.5142499804496765]",0.7596917986869812
288685,6,"[348.364990234375, 136.2550048828125]","[0.44048434495925903, 0.5873125195503235]",0.7787484526634216
288685,10,"[27.424999237060547, 219.26499938964844]","[0.6442968845367432, 0.8590625524520874]",0.7914642586427576
288685,9,"[33.189998626708984, 140.4499969482422]","[0.41487500071525574, 0.5531666874885559]",0.802039004289187
288685,0,"[127.56500244140625, 161.81500244140625]","[0.7838906049728394, 1.0451874732971191]",0.8894742051760356
288862,1,"[220.27499389648438, 320.4849853515625]","[1.5146719217300415, 2.0195624828338623]",0.49800489470362663
288862,0,"[401.5400085449219, 380.0899963378906]","[0.4501875042915344, 0.6002500057220459]",0.7518685758113861
289059,0,"[197.78500366210938, 256.0249938964844]","[2.431687593460083, 3.2422499656677246]",0.7916907142190373
289059,1,"[434.8349914550781, 184.43499755859375]","[1.725703239440918, 2.3009374141693115]",0.8205655988524941
289222,0,"[328.4150085449219, 447.42999267578125]","[0.367312490940094, 0.4897499680519104]",0.6006496787071228
289229,0,"[192.7550048828125, 257.92498779296875]","[2.260078191757202, 3.013437271118164]",0.8482717825816228
289343,0,"[233.92999267578125, 323.260009765625]","[0.8266875147819519, 1.1022499799728394]",0.8379212617874146
289415,0,"[332.04998779296875, 102.44999694824219]","[1.5228749513626099, 2.0304999351501465]",0.5092915100976825
289417,1,"[225.5399932861328, 53.77000045776367]","[0.4376250207424164, 0.5835000276565552]",0.6702639776117661
289417,3,"[277.7250061035156, 34.29999923706055]","[0.2553749978542328, 0.34049999713897705]",0.7242195645968119
289417,2,"[464.6400146484375, 57.790000915527344]","[0.3179062604904175, 0.42387500405311584]",0.7962944928337546
289417,0,"[326.6300048828125, 122.75499725341797]","[0.9067031145095825, 1.208937406539917]",0.9055528851116404
289594,0,"[368.92999267578125, 346.0950012207031]","[1.076578140258789, 1.4354374408721924]",0.8136298340909621
289741,0,"[46.1150016784668, 440.67498779296875]","[0.35929685831069946, 0.4790624976158142]",0.6469700168818235
289960,0,"[464.82000732421875, 342.885009765625]","[0.49485936760902405, 0.6598124504089355]",0.881953148280873
290163,3,"[470.2200012207031, 82.52999877929688]","[0.7737187147140503, 1.0316250324249268]",0.3735939897596836
290163,1,"[114.55500030517578, 417.2950134277344]","[1.4139375686645508, 1.8852500915527344]",0.4611358642578125
290163,2,"[135.5850067138672, 203.97000122070312]","[1.8899061679840088, 2.5198748111724854]",0.6551810950040817
290163,0,"[282.07000732421875, 322.2650146484375]","[1.7931249141693115, 2.3908333778381348]",0.8254789389096774
290248,6,"[67.70500183105469, 349.739990234375]","[0.2525624930858612, 0.33675000071525574]",0.6749014487633338
290248,1,"[341.2749938964844, 389.5050048828125]","[0.5212031602859497, 0.6949374675750732]",0.7742444592363694
290248,2,"[266.81500244140625, 379.0]","[0.48384374380111694, 0.6451249718666077]",0.7935372187810785
290248,3,"[170.2100067138672, 350.44000244140625]","[0.24253123998641968, 0.32337501645088196]",0.8107674580353957
290248,7,"[149.21499633789062, 366.5350036621094]","[0.4419843852519989, 0.5893124938011169]",0.8276944335769204
290248,5,"[460.92999267578125, 404.4200134277344]","[0.5766562223434448, 0.768875002861023]",0.8441843600834117
290248,0,"[401.6000061035156, 395.7550048828125]","[0.6073593497276306, 0.8098124861717224]",0.8807641092468711
290248,4,"[120.63999938964844, 369.2349853515625]","[0.43870311975479126, 0.5849374532699585]",0.8980919648619259
290843,0,"[321.44000244140625, 341.0249938964844]","[2.6226093769073486, 3.496812582015991]",0.5219584395488103
291551,0,"[277.4150085449219, 262.17498779296875]","[1.6354374885559082, 2.1805832386016846]",0.9069097526371479
291619,1,"[180.25999450683594, 225.1649932861328]","[0.9007968902587891, 1.2010624408721924]",0.8249647301786086
291619,0,"[385.1499938964844, 191.36000061035156]","[0.8563125133514404, 1.1417499780654907]",0.8582085160648122
291634,2,"[327.2099914550781, 240.51499938964844]","[0.43345314264297485, 0.5779374837875366]",0.8253467959516189
291634,1,"[21.1299991607666, 234.7949981689453]","[0.3902343511581421, 0.520312488079071]",0.8636638452025021
291634,0,"[366.8500061035156, 235.92999267578125]","[0.43546873331069946, 0.5806249976158142]",0.8694111073718351
291791,0,"[340.3299865722656, 49.834999084472656]","[0.641124963760376, 0.8548333644866943]",0.2363396018743515
291791,2,"[217.52999877929688, 50.07500076293945]","[0.9631249904632568, 1.284166693687439]",0.4784415264924367
291791,1,"[59.630001068115234, 138.98500061035156]","[1.2972655296325684, 1.7296874523162842]",0.5643705346367576
292024,0,"[383.55499267578125, 227.10000610351562]","[2.84306263923645, 3.790750026702881]",0.6960189392169317
292082,0,"[176.47500610351562, 329.2550048828125]","[1.5054844617843628, 2.007312536239624]",0.6467196643352509
292082,1,"[360.9849853515625, 412.56500244140625]","[1.9304531812667847, 2.57393741607666]",0.778323745026308
292236,3,"[59.959999084472656, 145.26499938964844]","[0.3665156364440918, 0.4886874854564667]",0.6499036217437071
292236,2,"[15.489999771118164, 287.4649963378906]","[1.6315780878067017, 2.1754374504089355]",0.7583876427482156
292236,4,"[40.89500045776367, 181.71499633789062]","[0.5942344069480896, 0.792312502861023]",0.7604152840726516
292236,1,"[86.69499969482422, 278.5899963378906]","[1.4759999513626099, 1.9679999351501465]",0.795633992728065
292236,0,"[156.77499389648438, 287.81500244140625]","[1.8491718769073486, 2.465562582015991]",0.8517098549534293
292415,0,"[146.4600067138672, 191.5050048828125]","[0.9157499670982361, 1.221000075340271]",0.6337762299705955
292446,2,"[222.47500610351562, 115.9000015258789]","[0.5013750195503235, 0.6685000061988831]",0.6510886469712625
292446,1,"[428.5899963378906, 159.63999938964844]","[0.7745000123977661, 1.0326666831970215]",0.6674898281693459
292446,0,"[438.1300048828125, 271.0799865722656]","[2.160875082015991, 2.881166696548462]",0.7047877982258797
292456,1,"[337.69500732421875, 114.31999969482422]","[0.42787498235702515, 0.5705000162124634]",0.6612896978855133
292456,0,"[248.09500122070312, 172.72999572753906]","[1.1922187805175781, 1.5896250009536743]",0.6776277329772711
292456,2,"[159.5850067138672, 150.59500122070312]","[1.1124844551086426, 1.4833126068115234]",0.8420808455523323
292488,0,"[246.60499572753906, 247.03500366210938]","[2.1693124771118164, 2.8924167156219482]",0.6053871616721154
292997,0,"[622.75, 264.5950012207031]","[0.3207656443119049, 0.42768749594688416]",0.8431236112818998
293200,3,"[28.829999923706055, 298.5899963378906]","[1.1538749933242798, 1.5385000705718994]",0.5632725767791271
293200,8,"[519.6599731445312, 157.9600067138672]","[0.33121877908706665, 0.4416249990463257]",0.6422108312447866
293200,7,"[202.5800018310547, 237.4949951171875]","[1.134609341621399, 1.5128124952316284]",0.6523217944537892
293200,5,"[291.7200012207031, 155.44000244140625]","[0.26765626668930054, 0.3568750023841858]",0.6728609725832939
293200,2,"[101.25499725341797, 171.52000427246094]","[0.6866250038146973, 0.9154999852180481]",0.7152285621716425
293200,6,"[398.8800048828125, 164.7449951171875]","[0.3199218511581421, 0.42656248807907104]",0.7200697309830609
293200,0,"[375.010009765625, 288.7449951171875]","[1.2831093072891235, 1.7108124494552612]",0.7932730720323675
293200,1,"[148.22999572753906, 238.4250030517578]","[1.506609320640564, 2.008812427520752]",0.8562181942603168
293200,4,"[49.42499923706055, 236.69000244140625]","[1.4419686794281006, 1.9226250648498535]",0.8850696157006657
293300,0,"[45.08000183105469, 351.17498779296875]","[0.6564843654632568, 0.8753125667572021]",0.6115005016326904
293625,0,"[397.5249938964844, 315.7550048828125]","[1.827437400817871, 2.4365832805633545]",0.7162762330844998
293625,1,"[154.28500366210938, 250.28500366210938]","[2.0835468769073486, 2.778062582015991]",0.7408195688174322
293794,2,"[75.3949966430664, 445.32000732421875]","[1.1573437452316284, 1.543125033378601]",0.3721928335726261
293794,1,"[134.05999755859375, 335.2699890136719]","[0.460875004529953, 0.6144999861717224]",0.5935400220064017
293794,3,"[17.75, 404.44500732421875]","[1.462734341621399, 1.950312614440918]",0.7056574895977974
293794,0,"[328.32000732421875, 299.0950012207031]","[0.8297500014305115, 1.1063333749771118]",0.7829953703013334
294350,3,"[344.04998779296875, 229.36000061035156]","[0.36487501859664917, 0.48649999499320984]",0.5147389987340341
294350,2,"[580.64501953125, 275.17999267578125]","[1.395187497138977, 1.8602499961853027]",0.5217123398414025
294350,0,"[170.32000732421875, 229.96499633789062]","[0.8983593583106995, 1.1978124380111694]",0.6013751029968262
294350,4,"[99.86000061035156, 143.4499969482422]","[0.37287500500679016, 0.4971666634082794]",0.6373250722885132
294350,5,"[375.3949890136719, 257.2449951171875]","[1.7899374961853027, 2.3865833282470703]",0.6563409636418025
294350,1,"[298.7449951171875, 231.22999572753906]","[0.6241875290870667, 0.8322499990463257]",0.6626362130045891
294695,3,"[622.72998046875, 258.4750061035156]","[0.6663281321525574, 0.8884375095367432]",0.751001412377638
294695,2,"[243.55999755859375, 347.7650146484375]","[0.5456718802452087, 0.7275625467300415]",0.8200824295773226
294695,0,"[579.7000122070312, 252.05499267578125]","[0.6333280801773071, 0.8444374799728394]",0.878597781938665
294695,1,"[131.0050048828125, 332.135009765625]","[0.5093905925750732, 0.6791874766349792]",0.8958747457055485
295138,0,"[273.760009765625, 172.26499938964844]","[1.6121718883514404, 2.1495625972747803]",0.8330951122676625
295316,0,"[206.14999389648438, 201.40499877929688]","[0.2743750214576721, 0.3658333420753479]",0.8710917655159446
295478,0,"[249.42999267578125, 324.9200134277344]","[2.7108750343322754, 3.614499807357788]",0.9186859200982487
295713,2,"[566.10498046875, 30.03499984741211]","[0.2965624928474426, 0.39541664719581604]",0.5430468072493871
295713,1,"[578.3800048828125, 40.29499816894531]","[0.3855000138282776, 0.5139999985694885]",0.7161880854298087
295713,0,"[477.05999755859375, 235.22000122070312]","[1.2565312385559082, 1.675374984741211]",0.8640217833659228
296222,0,"[325.7950134277344, 256.2200012207031]","[2.454437494277954, 3.272583246231079]",0.8065384070078532
296224,0,"[372.1099853515625, 224.875]","[0.4918749928474426, 0.65583336353302]",0.48335190461232114
296231,0,"[50.1150016784668, 137.36000061035156]","[0.3076874911785126, 0.4102500081062317]",0.6646997064352036
296649,3,"[477.3550109863281, 334.8599853515625]","[0.6654375195503235, 0.8872500061988831]",0.6299456775188446
296649,4,"[540.469970703125, 339.07501220703125]","[0.5862656235694885, 0.7816874980926514]",0.6709271829861861
296649,0,"[354.614990234375, 354.1199951171875]","[0.5935312509536743, 0.7913749814033508]",0.7455024421215057
296649,1,"[298.614990234375, 356.43499755859375]","[0.6030468940734863, 0.8040624856948853]",0.78169145303614
296649,2,"[58.64500045776367, 344.2749938964844]","[0.7255781292915344, 0.9674375057220459]",0.7851522529826445
296657,4,"[310.75, 237.30499267578125]","[0.7579218745231628, 1.0105624198913574]",0.6198754520977244
296657,0,"[124.86499786376953, 198.63999938964844]","[0.8690624833106995, 1.1587499380111694]",0.8695804897476646
296657,5,"[249.01499938964844, 211.22500610351562]","[1.182796835899353, 1.5770624876022339]",0.8785481768495896
296657,1,"[198.39500427246094, 200.4600067138672]","[0.5896874666213989, 0.7862499952316284]",0.8929041102528572
296657,3,"[385.625, 226.4600067138672]","[0.9420000314712524, 1.2559999227523804]",0.9006720711203182
296657,2,"[515.739990234375, 213.0]","[1.0649062395095825, 1.4198750257492065]",0.9146129979806787
297022,2,"[218.125, 271.19500732421875]","[0.46354687213897705, 0.6180624961853027]",0.6732548501561669
297022,1,"[156.66000366210938, 268.57501220703125]","[0.569015622138977, 0.7586874961853027]",0.7725795963231255
297022,0,"[287.5400085449219, 237.3249969482422]","[0.9082968235015869, 1.2110625505447388]",0.7988712472074172
297084,0,"[341.2550048828125, 207.85499572753906]","[2.443437337875366, 3.2579164505004883]",0.737902249281223
297353,0,"[324.30999755859375, 273.2149963378906]","[1.9703906774520874, 2.6271872520446777]",0.8787922754007227
297427,0,"[319.5, 96.58000183105469]","[2.9690001010894775, 3.9586665630340576]",0.31511123180389405
297562,3,"[610.219970703125, 77.30500030517578]","[0.7169531583786011, 0.9559375047683716]",0.48970816081220453
297562,7,"[214.69000244140625, 343.04998779296875]","[2.4678750038146973, 3.2905001640319824]",0.6051878814513867
297562,2,"[446.4549865722656, 117.8550033569336]","[0.5918906331062317, 0.789187490940094]",0.6465727984905243
297562,6,"[245.86500549316406, 145.97999572753906]","[0.4489687383174896, 0.5986250042915344]",0.7109934581177575
297562,1,"[430.55999755859375, 152.90499877929688]","[1.0198594331741333, 1.3598124980926514]",0.7181444974506602
297562,5,"[325.9849853515625, 339.7699890136719]","[1.305281162261963, 1.74037504196167]",0.7235771332468305
297562,8,"[462.6000061035156, 188.3800048828125]","[0.40303125977516174, 0.5373749732971191]",0.7390936542959774
297562,0,"[523.5250244140625, 158.07000732421875]","[1.1228437423706055, 1.4971250295639038]",0.776509041295332
297562,4,"[579.2349853515625, 244.3350067138672]","[1.5943593978881836, 2.125812530517578]",0.8233073318705839
297578,1,"[46.119998931884766, 171.55999755859375]","[0.717843770980835, 0.9571249485015869]",0.6715989708900452
297578,2,"[127.48500061035156, 147.7550048828125]","[1.2397968769073486, 1.6530625820159912]",0.7277985004817739
297578,0,"[239.13999938964844, 141.5800018310547]","[1.256250023841858, 1.6750000715255737]",0.7763995006680489
297698,1,"[572.9400024414062, 406.80999755859375]","[0.3111562430858612, 0.41487500071525574]",0.6419010828523075
297698,0,"[407.8699951171875, 229.4149932861328]","[1.2808750867843628, 1.7078332901000977]",0.691915280678693
299553,1,"[288.6700134277344, 391.82501220703125]","[0.33079686760902405, 0.44106248021125793]",0.7057902006541982
299553,0,"[358.739990234375, 395.3399963378906]","[0.3330937325954437, 0.4441249966621399]",0.717437801992192
299553,2,"[313.5799865722656, 383.45001220703125]","[0.3659062385559082, 0.4878750145435333]",0.7404035452534171
299887,1,"[444.0299987792969, 300.55999755859375]","[1.672874927520752, 2.2304999828338623]",0.8006853917065788
299887,0,"[327.0849914550781, 291.93499755859375]","[1.740234375, 2.3203125]",0.8764981627464294
300276,2,"[58.39500045776367, 173.7550048828125]","[0.9407343864440918, 1.254312515258789]",0.6086477383971214
300276,1,"[198.71499633789062, 161.15499877929688]","[0.9937968850135803, 1.3250625133514404]",0.7884218613306682
300276,0,"[387.4800109863281, 154.24000549316406]","[1.070156216621399, 1.4268749952316284]",0.7898488402366638
300341,1,"[396.9049987792969, 385.2749938964844]","[0.4259375035762787, 0.5679166913032532]",0.6533064898103476
300341,0,"[321.57000732421875, 381.7850036621094]","[0.45350000262260437, 0.6046666502952576]",0.6870628194167063
300341,3,"[30.614999771118164, 388.4150085449219]","[0.3788125216960907, 0.5050833225250244]",0.7062989443540573
300341,2,"[149.6699981689453, 251.3800048828125]","[1.5920625925064087, 2.1227500438690186]",0.7995443324247996
300341,4,"[500.2850036621094, 213.60499572753906]","[1.9912030696868896, 2.654937505722046]",0.8458986495222364
301061,0,"[38.33000183105469, 442.0249938964844]","[1.4784843921661377, 1.9713125228881836]",0.6606808360666037
301135,3,"[153.14500427246094, 411.57501220703125]","[0.34843748807907104, 0.4645833373069763]",0.5462269345919292
301135,5,"[349.6099853515625, 485.32501220703125]","[0.8002500534057617, 1.0670000314712524]",0.5878156318384058
301135,4,"[108.4000015258789, 436.635009765625]","[0.5353749990463257, 0.7138333320617676]",0.7199328278794008
301135,0,"[284.80999755859375, 472.17498779296875]","[0.6992343664169312, 0.932312548160553]",0.7277920631801381
301135,2,"[145.91000366210938, 444.3299865722656]","[0.5160937309265137, 0.68812495470047]",0.7379949478542104
301135,6,"[242.44000244140625, 468.1099853515625]","[0.676031231880188, 0.9013749361038208]",0.8064512996112599
301135,1,"[34.915000915527344, 405.239990234375]","[0.7676249742507935, 1.0234999656677246]",0.8076258967904484
301376,0,"[310.2550048828125, 404.5299987792969]","[0.3530624806880951, 0.47075000405311584]",0.8826001672183766
301563,1,"[80.66999816894531, 81.1449966430664]","[0.32404688000679016, 0.4320624768733978]",0.7969737368471482
301563,0,"[294.4700012207031, 188.43499755859375]","[0.993890643119812, 1.3251875638961792]",0.8451614800621482
301563,2,"[190.7550048828125, 84.70500183105469]","[0.3038906455039978, 0.4051874876022339]",0.8457459772334379
301718,0,"[391.8800048828125, 185.97500610351562]","[1.7400468587875366, 2.3200626373291016]",0.5749965743585066
301718,1,"[108.08000183105469, 150.99000549316406]","[1.2971251010894775, 1.7295000553131104]",0.7573624551296234
301867,1,"[225.875, 293.92999267578125]","[1.7350313663482666, 2.3133749961853027]",0.8428986388094285
301867,2,"[419.95001220703125, 297.7550048828125]","[1.699171781539917, 2.2655625343322754]",0.8465611899600309
301867,0,"[322.05499267578125, 290.6050109863281]","[1.7662031650543213, 2.3549375534057617]",0.857512165518368
302107,1,"[55.540000915527344, 435.8800048828125]","[1.277437448501587, 1.7032499313354492]",0.6579332895138684
302107,0,"[219.09500122070312, 346.5899963378906]","[1.6138124465942383, 2.151750087738037]",0.869165185619803
302452,5,"[104.83999633789062, 173.36500549316406]","[0.2859843671321869, 0.3813124895095825]",0.2901367310966764
302452,6,"[137.9199981689453, 213.15499877929688]","[0.3479531407356262, 0.4639374911785126]",0.450266045000818
302452,2,"[101.80000305175781, 205.14500427246094]","[0.21060937643051147, 0.28081250190734863]",0.6194412469863891
302452,1,"[119.91000366210938, 250.75999450683594]","[0.39637500047683716, 0.5285000205039978]",0.6362123597751964
302452,3,"[27.19499969482422, 234.1699981689453]","[0.5217187404632568, 0.6956250071525574]",0.6406858389576277
302452,4,"[349.17498779296875, 214.28500366210938]","[0.4944375157356262, 0.659250020980835]",0.6743271465484912
302452,0,"[240.01499938964844, 197.8249969482422]","[0.37251561880111694, 0.49668753147125244]",0.7274081707000732
302536,1,"[35.53499984741211, 337.9750061035156]","[0.4320624768733978, 0.5760833024978638]",0.3889443129301071
302536,0,"[209.7550048828125, 201.9600067138672]","[1.5832500457763672, 2.1110000610351562]",0.7972444482147694
302882,0,"[193.68499755859375, 227.28500366210938]","[2.421062469482422, 3.2280831336975098]",0.8076300136744976
302990,1,"[500.3699951171875, 55.584999084472656]","[0.3163750171661377, 0.421833336353302]",0.5092258910338084
302990,0,"[352.4649963378906, 213.57000732421875]","[1.3968124389648438, 1.8624167442321777]",0.8496771542464986
303499,0,"[100.05999755859375, 161.93499755859375]","[1.3699219226837158, 1.8265624046325684]",0.7303454299767812
303499,1,"[263.989990234375, 177.27999877929688]","[1.3155937194824219, 1.7541251182556152]",0.7861381453626296
303566,0,"[24.704999923706055, 206.53500366210938]","[0.9757968783378601, 1.3010625839233398]",0.3231039084494114
303566,11,"[589.4000244140625, 109.3499984741211]","[0.2907187342643738, 0.38762497901916504]",0.5560581130640847
303566,5,"[279.4849853515625, 122.11000061035156]","[0.3890624940395355, 0.518750011920929]",0.6086811006069184
303566,1,"[81.98500061035156, 134.81500244140625]","[1.0162968635559082, 1.3550626039505005]",0.6220367007395801
303566,7,"[453.0199890136719, 133.27499389648438]","[0.5557031035423279, 0.7409375309944153]",0.667944494415732
303566,3,"[183.6199951171875, 129.03500366210938]","[0.39435938000679016, 0.5258125066757202]",0.672469558318456
303566,4,"[223.7949981689453, 131.4250030517578]","[0.33418747782707214, 0.4455833435058594]",0.692797796924909
303566,2,"[142.65499877929688, 129.33999633789062]","[0.7063125371932983, 0.9417500495910645]",0.7121657848358154
303566,6,"[321.7799987792969, 130.52499389648438]","[0.32939061522483826, 0.43918752670288086]",0.7125176072120667
303566,8,"[491.42498779296875, 140.14500427246094]","[0.6464531421661377, 0.8619374632835388]",0.7612248168272131
303566,10,"[599.7100219726562, 191.97999572753906]","[0.7709062695503235, 1.0278750658035278]",0.7903924163650063
303566,9,"[547.510009765625, 169.0399932861328]","[0.8570624589920044, 1.1427500247955322]",0.803975604912814
303653,0,"[251.11000061035156, 166.33999633789062]","[0.9062812328338623, 1.2083749771118164]",0.78808413884219
303653,1,"[46.560001373291016, 184.72000122070312]","[0.6989062428474426, 0.9318750500679016]",0.804947811014512
303653,2,"[428.2200012207031, 176.34500122070312]","[0.7610156536102295, 1.0146875381469727]",0.8066509997143465
303713,4,"[74.30999755859375, 344.94000244140625]","[0.2773750126361847, 0.3698333501815796]",0.6767335183480206
303713,2,"[364.7950134277344, 475.1050109863281]","[0.4716093838214874, 0.6288125514984131]",0.6804840196581448
303713,0,"[173.52499389648438, 479.1400146484375]","[1.431281328201294, 1.9083750247955322]",0.7054401355631211
303713,1,"[311.489990234375, 471.6199951171875]","[0.47596874833106995, 0.6346250176429749]",0.783752490492428
303713,3,"[86.12999725341797, 484.30499267578125]","[0.5238281488418579, 0.6984374523162842]",0.8927042344037224
303863,0,"[581.405029296875, 250.52999877929688]","[0.4052812457084656, 0.5403749942779541]",0.7252713547033423
303893,1,"[420.7300109863281, 231.7550048828125]","[1.4242500066757202, 1.8989999294281006]",0.8494222830323612
303893,0,"[207.71499633789062, 228.2050018310547]","[1.69935941696167, 2.265812397003174]",0.898578075801625
304180,3,"[460.55499267578125, 135.06500244140625]","[0.5100625157356262, 0.6800833344459534]",0.5782895134045527
304180,2,"[63.09000015258789, 70.27999877929688]","[0.7886250019073486, 1.0514999628067017]",0.6551992378451608
304180,1,"[592.844970703125, 239.4949951171875]","[1.6024218797683716, 2.1365623474121094]",0.8525067182148204
304180,0,"[334.8349914550781, 248.4199981689453]","[1.4571561813354492, 1.9428749084472656]",0.8727562287274528
304404,7,"[182.6649932861328, 207.36000061035156]","[0.3383437395095825, 0.45112502574920654]",0.7315789320889641
304404,0,"[254.7899932861328, 201.21499633789062]","[1.0791250467300415, 1.4388333559036255]",0.7349554440554451
304404,1,"[50.90999984741211, 244.08999633789062]","[0.7161562442779541, 0.9548749923706055]",0.7793816170271706
304404,5,"[496.92498779296875, 198.99000549316406]","[0.35756248235702515, 0.476749986410141]",0.8125555234796861
304404,4,"[468.5, 206.22999572753906]","[0.3215000033378601, 0.4286666512489319]",0.8153928939033958
304404,8,"[553.5499877929688, 198.22000122070312]","[0.3693750202655792, 0.4925000071525574]",0.8493080174221712
304404,6,"[619.0999755859375, 178.39500427246094]","[0.5092968940734863, 0.67906254529953]",0.8770680743105271
304404,2,"[380.260009765625, 181.38999938964844]","[0.5447812080383301, 0.7263749837875366]",0.8781607817201054
304404,3,"[418.81500244140625, 179.3699951171875]","[0.5447812080383301, 0.7263749837875366]",0.8913857831674463
305309,2,"[127.83000183105469, 240.21499633789062]","[0.9884530901908875, 1.3179374933242798]",0.46249402686953545
305309,1,"[93.50499725341797, 253.52999877929688]","[1.4045624732971191, 1.8727500438690186]",0.7202897071838379
305309,0,"[449.69000244140625, 212.6300048828125]","[1.5056250095367432, 2.007499933242798]",0.8108021757181954
305609,0,"[452.9849853515625, 79.44499969482422]","[1.9751875400543213, 2.6335833072662354]",0.4035061188042164
306136,0,"[275.7449951171875, 423.7300109863281]","[0.29368752241134644, 0.39158332347869873]",0.4912884185711543
306136,1,"[97.16000366210938, 491.8599853515625]","[0.45637500286102295, 0.6085000038146973]",0.753400115405812
306139,3,"[155.06500244140625, 268.9849853515625]","[0.7087969183921814, 0.945062518119812]",0.3996123834089799
306139,7,"[376.69000244140625, 179.77499389648438]","[0.6732500195503235, 0.8976666927337646]",0.642798261983054
306139,4,"[171.2449951171875, 197.14999389648438]","[0.6384375095367432, 0.8512499928474426]",0.6476020862658819
306139,5,"[367.114990234375, 104.0199966430664]","[0.6266249418258667, 0.8355000019073486]",0.6544160604476928
306139,0,"[458.45001220703125, 316.8999938964844]","[1.3488750457763672, 1.7984999418258667]",0.6616769075393677
306139,1,"[316.239990234375, 159.89500427246094]","[0.48567187786102295, 0.6475625038146973]",0.6630613740001406
306139,6,"[237.8699951171875, 297.4049987792969]","[1.178375005722046, 1.5711666345596313]",0.6722241576228823
306139,2,"[535.5900268554688, 209.14999389648438]","[0.8193749785423279, 1.0924999713897705]",0.7320801665385565
306437,0,"[211.30999755859375, 370.375]","[0.5993906259536743, 0.7991874814033508]",0.8616394049981061
306700,0,"[192.94000244140625, 268.0849914550781]","[2.088124990463257, 2.7841665744781494]",0.8324078917503357
307172,0,"[191.47000122070312, 87.84500122070312]","[2.3813750743865967, 3.175166606903076]",0.48177356645464897
308165,0,"[199.10499572753906, 283.364990234375]","[0.9675624966621399, 1.290083408355713]",0.8781030318316292
308328,1,"[353.82501220703125, 223.125]","[0.5348906517028809, 0.7131875157356262]",0.6815532190459115
308328,3,"[97.8949966430664, 389.07000732421875]","[0.8426249623298645, 1.1234999895095825]",0.7203061898549398
308328,2,"[587.3800048828125, 319.25]","[0.6690000295639038, 0.8919999599456787]",0.7779283858835697
308328,0,"[189.5449981689453, 289.2149963378906]","[0.8180156350135803, 1.0906875133514404]",0.9009974072961247
308394,0,"[148.28500366210938, 292.4849853515625]","[1.19545316696167, 1.5939373970031738]",0.8287805840373039
308545,0,"[406.1000061035156, 263.56500244140625]","[2.8887500762939453, 3.8516666889190674]",0.7903390176155988
308631,8,"[378.70001220703125, 43.7599983215332]","[0.6885000467300415, 0.9179999828338623]",0.3296302278836568
308631,2,"[290.44500732421875, 51.189998626708984]","[0.554312527179718, 0.7390833497047424]",0.5385269485414028
308631,4,"[606.4000244140625, 152.125]","[1.4080780744552612, 1.8774375915527344]",0.5492393830243278
308631,3,"[202.69500732421875, 56.57500076293945]","[0.5303906202316284, 0.7071875333786011]",0.5628577880561352
308631,6,"[112.21499633789062, 34.52000045776367]","[0.4114374816417694, 0.5485833287239075]",0.5705857872962952
308631,7,"[584.1699829101562, 32.459999084472656]","[0.33412501215934753, 0.4455000162124634]",0.5767152488231659
308631,1,"[459.0050048828125, 75.6050033569336]","[0.6997969150543213, 0.9330624938011169]",0.5801546089351177
308631,9,"[19.764999389648438, 131.66000366210938]","[1.2283124923706055, 1.6377499103546143]",0.6062132194638252
308631,0,"[539.0599975585938, 149.05499267578125]","[0.8897343873977661, 1.1863125562667847]",0.6190578104818568
308631,5,"[67.86499786376953, 37.35499954223633]","[0.35020315647125244, 0.46693748235702515]",0.7360658185048536
308793,1,"[100.86000061035156, 126.05000305175781]","[1.2607500553131104, 1.680999994277954]",0.24794385395944118
308793,0,"[386.69000244140625, 102.875]","[0.7027031183242798, 0.9369374513626099]",0.737791607485098
309391,1,"[615.1300048828125, 312.6050109863281]","[0.40260937809944153, 0.5368124842643738]",0.7654875797383925
309391,0,"[91.13500213623047, 288.43499755859375]","[0.3329530954360962, 0.4439375102519989]",0.8181490757886101
309467,0,"[353.1199951171875, 177.55999755859375]","[0.7595624923706055, 1.0127499103546143]",0.8319553256034851
309467,1,"[477.92498779296875, 165.125]","[0.720046877861023, 0.9600625038146973]",0.8608112755943748
309655,2,"[17.895000457763672, 255.5800018310547]","[0.3961874842643738, 0.528249979019165]",0.7985551953315735
309655,1,"[410.7850036621094, 258.1300048828125]","[0.31443747878074646, 0.4192499816417694]",0.8127112248364616
309655,0,"[299.364990234375, 337.6600036621094]","[1.2542812824249268, 1.6723750829696655]",0.8601520867908702
309678,0,"[95.30500030517578, 163.80999755859375]","[1.191312551498413, 1.5884166955947876]",0.43474695086479187
309964,1,"[432.239990234375, 258.1549987792969]","[1.525640606880188, 2.0341875553131104]",0.8753203293856453
309964,0,"[169.625, 254.69000244140625]","[1.504406213760376, 2.0058748722076416]",0.8861551986021154
310862,0,"[291.05999755859375, 302.75]","[3.569500207901001, 4.759333610534668]",0.8392188847064972
311002,2,"[537.2000122070312, 306.30999755859375]","[1.272125005722046, 1.696166753768921]",0.3912695311009884
