,average,sd,score
val2017/000000137246.jpg,96.505,69.407,0.821
val2017/000000161875.jpg,100.428,79.922,0.868
val2017/000000411817.jpg,95.427,73.396,0.775
val2017/000000434996.jpg,98.779,55.326,0.006
val2017/000000483999.jpg,97.983,64.909,0.753
val2017/000000377670.jpg,99.383,54.962,0.649
val2017/000000390826.jpg,105.189,32.708,0.76
val2017/000000329447.jpg,102.306,64.487,0.001
val2017/000000491090.jpg,95.942,63.734,0.832
val2017/000000507042.jpg,99.483,73.317,0.0
val2017/000000465822.jpg,98.766,63.417,0.681
val2017/000000154358.jpg,98.758,65.95,0.705
val2017/000000378515.jpg,99.182,64.517,0.728
val2017/000000073533.jpg,100.004,73.656,0.754
val2017/000000432553.jpg,97.858,72.961,0.488
val2017/000000066771.jpg,98.308,79.07,0.792
val2017/000000107094.jpg,97.615,96.203,0.831
val2017/000000135890.jpg,95.06,86.697,0.496
val2017/000000459153.jpg,99.099,59.608,0.787
val2017/000000577862.jpg,102.703,47.549,0.0
val2017/000000498286.jpg,98.728,52.788,0.002
val2017/000000538236.jpg,101.848,56.024,0.603
val2017/000000131444.jpg,93.358,47.195,0.784
val2017/000000492077.jpg,97.289,83.657,0.798
val2017/000000158945.jpg,97.341,67.238,0.886
val2017/000000431896.jpg,97.574,53.497,0.081
val2017/000000049759.jpg,98.529,44.811,0.889
val2017/000000226058.jpg,98.042,44.848,0.008
val2017/000000568439.jpg,98.084,63.964,0.912
val2017/000000099428.jpg,103.288,63.269,0.0
val2017/000000255536.jpg,98.429,63.001,0.623
val2017/000000102356.jpg,99.303,58.055,0.881
val2017/000000222863.jpg,103.857,68.016,0.001
val2017/000000383289.jpg,97.48,55.008,0.83
val2017/000000365886.jpg,96.736,51.893,0.639
val2017/000000000802.jpg,98.412,45.099,0.001
val2017/000000572555.jpg,97.839,64.122,0.002
val2017/000000090891.jpg,104.839,66.084,0.828
val2017/000000442746.jpg,106.228,50.032,0.846
val2017/000000276804.jpg,102.838,82.907,0.865
val2017/000000276024.jpg,102.091,72.583,0.782
val2017/000000090003.jpg,109.771,69.268,0.0
val2017/000000217872.jpg,92.134,48.275,0.627
val2017/000000193162.jpg,106.67,45.685,0.721
val2017/000000537672.jpg,97.309,88.992,0.006
val2017/000000231527.jpg,105.57,77.74,0.204
val2017/000000269121.jpg,98.481,52.166,0.881
val2017/000000244750.jpg,98.527,94.036,0.775
val2017/000000039480.jpg,101.968,22.036,0.835
val2017/000000344816.jpg,102.561,50.504,0.262
val2017/000000209757.jpg,97.251,48.775,0.821
val2017/000000356428.jpg,99.834,67.086,0.858
val2017/000000266768.jpg,99.584,70.923,0.765
val2017/000000334483.jpg,94.583,56.934,0.858
val2017/000000292155.jpg,97.327,55.171,0.219
val2017/000000460147.jpg,98.733,86.698,0.255
val2017/000000153217.jpg,102.761,56.985,0.001
val2017/000000226147.jpg,98.55,53.372,0.849
val2017/000000245513.jpg,102.589,52.311,0.009
val2017/000000311002.jpg,105.73,52.105,0.882
val2017/000000459662.jpg,98.133,66.362,0.763
val2017/000000570169.jpg,103.27,59.942,0.003
val2017/000000357941.jpg,98.598,70.255,0.011
val2017/000000045090.jpg,94.701,69.869,0.699
val2017/000000521052.jpg,97.597,62.733,0.138
val2017/000000267169.jpg,100.34,57.431,0.739
val2017/000000112798.jpg,98.691,83.067,0.033
val2017/000000572388.jpg,104.441,83.873,0.12
val2017/000000273712.jpg,99.571,68.585,0.0
val2017/000000514979.jpg,107.625,63.252,0.001
val2017/000000413404.jpg,101.787,55.213,0.746
val2017/000000428218.jpg,102.836,51.781,0.911
val2017/000000190853.jpg,95.762,38.528,0.339
val2017/000000391722.jpg,95.048,55.15,0.74
val2017/000000275749.jpg,99.591,60.388,0.803
val2017/000000080057.jpg,106.482,51.407,0.001
val2017/000000440508.jpg,103.027,76.165,0.0
val2017/000000139099.jpg,94.792,52.787,0.882
val2017/000000129062.jpg,97.857,62.236,0.496
val2017/000000482800.jpg,104.097,56.235,0.938
val2017/000000173302.jpg,96.802,57.754,0.615
val2017/000000364557.jpg,103.975,67.135,0.872
val2017/000000322844.jpg,97.225,64.773,0.002
val2017/000000371699.jpg,99.155,55.118,0.62
val2017/000000252294.jpg,96.359,75.819,0.666
val2017/000000564091.jpg,97.417,81.568,0.819
val2017/000000069356.jpg,101.419,63.411,0.875
val2017/000000134034.jpg,106.107,62.817,0.014
val2017/000000100510.jpg,102.964,57.271,0.89
val2017/000000107554.jpg,106.947,67.846,0.0
val2017/000000228214.jpg,97.551,82.733,0.81
val2017/000000314294.jpg,99.678,69.929,0.001
val2017/000000102820.jpg,102.379,74.646,0.864
val2017/000000068387.jpg,105.59,30.953,0.871
val2017/000000045070.jpg,102.375,60.925,0.725
val2017/000000043737.jpg,94.885,93.601,0.054
val2017/000000396338.jpg,99.156,73.346,0.85
val2017/000000127263.jpg,106.692,53.539,0.822
val2017/000000068093.jpg,101.893,60.627,0.846
val2017/000000548780.jpg,97.17,88.181,0.886
val2017/000000183648.jpg,98.003,62.21,0.726
val2017/000000067616.jpg,99.078,48.107,0.786
val2017/000000109916.jpg,101.27,68.551,0.001
val2017/000000086582.jpg,100.71,57.605,0.075
val2017/000000091406.jpg,100.737,59.104,0.849
val2017/000000115870.jpg,99.222,62.897,0.827
val2017/000000493284.jpg,100.391,52.182,0.009
val2017/000000265108.jpg,102.954,50.444,0.011
val2017/000000262440.jpg,97.971,47.09,0.002
val2017/000000202339.jpg,98.297,77.097,0.919
val2017/000000281687.jpg,99.512,74.491,0.865
val2017/000000358923.jpg,96.933,84.508,0.836
val2017/000000246308.jpg,96.821,53.417,0.668
val2017/000000412894.jpg,99.033,69.409,0.887
val2017/000000376322.jpg,100.326,61.864,0.616
val2017/000000026564.jpg,100.922,61.623,0.205
val2017/000000248334.jpg,103.646,52.289,0.761
val2017/000000405195.jpg,100.585,66.429,0.417
val2017/000000307172.jpg,100.788,58.24,0.5
val2017/000000239347.jpg,100.901,61.367,0.684
val2017/000000023034.jpg,98.418,65.191,0.912
val2017/000000363666.jpg,99.314,64.814,0.809
val2017/000000472623.jpg,98.32,65.857,0.805
val2017/000000533816.jpg,97.059,64.724,0.837
val2017/000000439525.jpg,99.557,62.342,0.75
val2017/000000504389.jpg,98.371,75.977,0.857
val2017/000000398237.jpg,96.848,37.051,0.848
val2017/000000405249.jpg,98.772,74.782,0.831
val2017/000000404923.jpg,108.641,34.211,0.858
val2017/000000066706.jpg,100.013,56.287,0.699
val2017/000000009772.jpg,110.359,58.809,0.816
val2017/000000031817.jpg,100.807,68.918,0.701
val2017/000000338219.jpg,101.062,63.496,0.802
val2017/000000575187.jpg,100.987,76.01,0.663
val2017/000000463618.jpg,101.192,59.965,0.687
val2017/000000376478.jpg,102.716,80.241,0.003
val2017/000000190753.jpg,101.401,72.038,0.788
val2017/000000330818.jpg,103.095,80.412,0.712
val2017/000000267933.jpg,100.432,78.612,0.029
val2017/000000062355.jpg,104.101,44.335,0.899
val2017/000000166918.jpg,101.098,60.812,0.819
val2017/000000163640.jpg,100.564,69.079,0.836
val2017/000000476415.jpg,101.304,82.71,0.644
val2017/000000523194.jpg,105.058,48.42,0.001
val2017/000000385719.jpg,101.783,74.124,0.777
val2017/000000520531.jpg,100.722,62.327,0.139
val2017/000000343803.jpg,101.02,58.123,0.87
val2017/000000370486.jpg,100.752,62.712,0.849
val2017/000000552371.jpg,103.39,60.679,0.004
val2017/000000179642.jpg,97.379,61.275,0.838
val2017/000000559956.jpg,101.875,56.531,0.727
val2017/000000356261.jpg,108.135,56.004,0.001
val2017/000000171740.jpg,97.747,69.828,0.221
val2017/000000424642.jpg,101.453,72.484,0.884
val2017/000000466602.jpg,96.276,46.526,0.659
val2017/000000287545.jpg,102.016,37.942,0.002
val2017/000000400082.jpg,98.899,75.485,0.16
val2017/000000468505.jpg,96.117,66.054,0.801
val2017/000000399560.jpg,97.807,80.196,0.0
val2017/000000074256.jpg,99.597,74.31,0.858
val2017/000000303908.jpg,97.711,80.063,0.239
val2017/000000505573.jpg,98.126,65.122,0.158
val2017/000000212800.jpg,101.202,64.429,0.708
val2017/000000051326.jpg,108.216,56.221,0.896
val2017/000000085376.jpg,100.369,77.065,0.678
val2017/000000561009.jpg,104.256,35.255,0.001
val2017/000000570834.jpg,101.208,50.431,0.816
val2017/000000014226.jpg,102.198,83.971,0.741
val2017/000000237118.jpg,106.529,73.214,0.879
val2017/000000457884.jpg,103.602,65.102,0.9
val2017/000000414034.jpg,101.297,45.813,0.644
val2017/000000435208.jpg,103.872,63.041,0.721
val2017/000000106235.jpg,103.982,67.852,0.016
val2017/000000243199.jpg,104.795,54.795,0.011
val2017/000000345252.jpg,100.225,62.436,0.74
val2017/000000076625.jpg,101.057,49.489,0.897
val2017/000000442323.jpg,105.355,64.907,0.002
val2017/000000174004.jpg,109.108,48.964,0.005
val2017/000000437351.jpg,103.712,90.585,0.804
val2017/000000295478.jpg,104.099,59.346,0.916
val2017/000000271116.jpg,100.177,73.62,0.876
val2017/000000429761.jpg,109.748,31.377,0.876
val2017/000000138550.jpg,99.04,78.433,0.001
val2017/000000534041.jpg,99.239,64.931,0.697
val2017/000000019432.jpg,98.201,73.901,0.896
val2017/000000327601.jpg,100.98,45.091,0.882
val2017/000000186632.jpg,104.111,66.302,0.365
val2017/000000329219.jpg,98.976,45.222,0.804
val2017/000000474021.jpg,99.942,51.756,0.859
val2017/000000493566.jpg,102.347,70.632,0.182
val2017/000000254516.jpg,101.898,60.664,0.684
val2017/000000484296.jpg,102.287,65.944,0.001
val2017/000000179265.jpg,102.795,61.243,0.564
val2017/000000179487.jpg,104.489,62.098,0.88
val2017/000000089697.jpg,101.99,77.661,0.765
val2017/000000054164.jpg,100.661,62.926,0.917
val2017/000000565597.jpg,114.809,52.492,0.0
val2017/000000033109.jpg,99.42,84.025,0.632
val2017/000000530975.jpg,102.073,60.6,0.837
val2017/000000429598.jpg,101.484,62.939,0.011
val2017/000000470121.jpg,100.192,50.328,0.056
val2017/000000311909.jpg,97.567,67.225,0.08
val2017/000000194716.jpg,101.164,58.706,0.751
val2017/000000009483.jpg,99.018,59.654,0.895
val2017/000000368038.jpg,103.376,67.207,0.009
val2017/000000439715.jpg,104.003,47.011,0.829
val2017/000000383842.jpg,101.497,66.909,0.842
val2017/000000203294.jpg,101.464,62.951,0.906
val2017/000000196759.jpg,97.752,56.575,0.003
val2017/000000401244.jpg,108.203,43.927,0.91
val2017/000000500478.jpg,104.216,55.794,0.897
val2017/000000162543.jpg,102.936,86.045,0.124
val2017/000000296317.jpg,98.251,27.697,0.08
val2017/000000116208.jpg,101.785,64.768,0.378
val2017/000000325031.jpg,102.599,65.101,0.683
val2017/000000181421.jpg,101.789,30.449,0.81
val2017/000000454978.jpg,102.257,61.424,0.001
val2017/000000017627.jpg,97.875,57.787,0.758
val2017/000000565624.jpg,108.779,54.989,0.002
val2017/000000259640.jpg,104.916,73.905,0.804
val2017/000000300276.jpg,98.949,76.198,0.785
val2017/000000183391.jpg,101.026,74.114,0.901
val2017/000000231237.jpg,108.663,75.947,0.319
val2017/000000407574.jpg,104.413,76.783,0.0
val2017/000000577539.jpg,91.504,65.537,0.319
val2017/000000509403.jpg,114.665,48.336,0.915
val2017/000000286660.jpg,105.596,59.095,0.526
val2017/000000025386.jpg,104.382,60.271,0.814
val2017/000000360951.jpg,106.756,75.47,0.003
val2017/000000100428.jpg,100.688,67.111,0.76
val2017/000000196141.jpg,105.538,71.323,0.877
val2017/000000047112.jpg,104.759,44.043,0.092
val2017/000000442661.jpg,100.522,77.106,0.001
val2017/000000508917.jpg,101.739,83.569,0.901
val2017/000000012120.jpg,95.279,42.826,0.897
val2017/000000206411.jpg,101.989,46.687,0.347
val2017/000000468332.jpg,103.296,71.568,0.806
val2017/000000215723.jpg,98.365,52.059,0.67
val2017/000000151516.jpg,101.051,19.471,0.011
val2017/000000320425.jpg,103.041,72.785,0.157
val2017/000000133244.jpg,101.089,44.15,0.917
val2017/000000543043.jpg,102.538,61.019,0.186
val2017/000000546011.jpg,107.856,56.557,0.0
val2017/000000386912.jpg,101.127,64.462,0.769
val2017/000000184338.jpg,98.951,53.187,0.082
val2017/000000311190.jpg,101.685,66.538,0.534
val2017/000000480021.jpg,101.914,55.797,0.822
val2017/000000061268.jpg,100.789,97.643,0.768
val2017/000000357888.jpg,104.841,43.816,0.876
val2017/000000305309.jpg,102.543,54.905,0.808
val2017/000000021503.jpg,101.538,47.064,0.019
val2017/000000168593.jpg,104.666,45.382,0.002
val2017/000000575081.jpg,102.173,75.705,0.846
val2017/000000271728.jpg,101.444,54.103,0.007
val2017/000000513283.jpg,103.571,55.731,0.375
val2017/000000418281.jpg,113.731,64.299,0.034
val2017/000000240023.jpg,99.311,52.995,0.81
val2017/000000001584.jpg,99.312,54.184,0.799
val2017/000000167159.jpg,104.024,47.795,0.349
val2017/000000108253.jpg,109.602,85.606,0.431
val2017/000000396200.jpg,103.774,62.934,0.895
val2017/000000098633.jpg,101.869,72.037,0.003
val2017/000000389812.jpg,107.505,64.393,0.77
val2017/000000218439.jpg,103.449,58.971,0.894
val2017/000000330369.jpg,98.164,49.47,0.666
val2017/000000164883.jpg,102.874,62.046,0.686
val2017/000000157928.jpg,101.635,81.325,0.902
val2017/000000232088.jpg,105.097,51.321,0.133
val2017/000000354547.jpg,105.454,65.606,0.912
val2017/000000111086.jpg,100.128,94.346,0.158
val2017/000000109055.jpg,102.776,70.322,0.0
val2017/000000463037.jpg,103.561,60.594,0.001
val2017/000000410735.jpg,103.031,64.416,0.255
val2017/000000343524.jpg,101.698,37.164,0.913
val2017/000000565877.jpg,99.83,73.454,0.753
val2017/000000456394.jpg,102.163,57.538,0.326
val2017/000000017905.jpg,105.338,66.851,0.933
val2017/000000466156.jpg,105.338,71.842,0.044
val2017/000000313588.jpg,102.628,57.793,0.905
val2017/000000489611.jpg,104.391,52.961,0.677
val2017/000000439854.jpg,104.64,67.625,0.792
val2017/000000575205.jpg,103.629,55.64,0.229
val2017/000000377882.jpg,101.459,84.034,0.004
val2017/000000471567.jpg,99.564,49.972,0.667
val2017/000000408830.jpg,106.314,57.88,0.001
val2017/000000061108.jpg,102.18,42.691,0.017
val2017/000000559842.jpg,103.429,67.974,0.902
val2017/000000546964.jpg,100.661,75.994,0.791
val2017/000000473219.jpg,103.893,66.285,0.686
val2017/000000047740.jpg,104.372,52.942,0.654
val2017/000000001296.jpg,101.155,65.724,0.787
val2017/000000058655.jpg,100.439,75.28,0.268
val2017/000000275727.jpg,106.502,79.11,0.001
val2017/000000563653.jpg,102.258,55.58,0.821
val2017/000000274687.jpg,102.01,60.559,0.001
val2017/000000420281.jpg,103.5,64.209,0.781
val2017/000000474164.jpg,101.277,60.427,0.011
val2017/000000168883.jpg,102.516,55.043,0.808
val2017/000000356432.jpg,103.253,54.904,0.0
val2017/000000002685.jpg,107.763,59.625,0.822
val2017/000000145781.jpg,103.045,72.207,0.002
val2017/000000229948.jpg,102.227,62.121,0.825
val2017/000000369503.jpg,103.396,76.151,0.552
val2017/000000325483.jpg,103.134,47.191,0.844
val2017/000000528399.jpg,109.976,68.837,0.245
val2017/000000129945.jpg,110.592,49.353,0.893
val2017/000000504635.jpg,112.633,63.411,0.001
val2017/000000156076.jpg,107.374,63.987,0.846
val2017/000000017436.jpg,105.068,81.488,0.836
val2017/000000083172.jpg,100.971,38.732,0.929
val2017/000000059386.jpg,111.073,38.175,0.032
val2017/000000461573.jpg,107.107,62.693,0.001
val2017/000000501243.jpg,104.593,53.697,0.001
val2017/000000430961.jpg,102.794,62.391,0.942
val2017/000000051309.jpg,108.665,62.484,0.002
val2017/000000000724.jpg,100.546,62.791,0.049
val2017/000000205542.jpg,103.493,50.25,0.001
val2017/000000229216.jpg,105.801,52.492,0.743
val2017/000000133969.jpg,102.441,60.627,0.88
val2017/000000373353.jpg,102.585,69.011,0.829
val2017/000000066038.jpg,102.872,73.668,0.782
val2017/000000170739.jpg,102.798,57.264,0.423
val2017/000000356427.jpg,105.913,62.39,0.929
val2017/000000438862.jpg,109.235,48.295,0.908
val2017/000000455219.jpg,105.075,54.893,0.843
val2017/000000088432.jpg,106.245,64.63,0.108
val2017/000000554291.jpg,105.825,60.886,0.084
val2017/000000432085.jpg,104.091,61.71,0.647
val2017/000000482735.jpg,101.82,37.542,0.862
val2017/000000142971.jpg,98.128,42.999,0.755
val2017/000000281032.jpg,108.733,55.245,0.759
val2017/000000132408.jpg,107.27,64.019,0.889
val2017/000000578871.jpg,103.168,55.564,0.791
val2017/000000293300.jpg,102.127,49.47,0.606
val2017/000000080340.jpg,103.367,59.635,0.904
val2017/000000252219.jpg,100.155,65.033,0.903
val2017/000000416451.jpg,103.565,74.777,0.788
val2017/000000101780.jpg,109.548,75.72,0.001
val2017/000000373382.jpg,107.584,68.255,0.896
val2017/000000330554.jpg,105.281,69.294,0.206
val2017/000000399296.jpg,105.245,59.555,0.27
val2017/000000296649.jpg,103.053,70.292,0.779
val2017/000000008899.jpg,103.515,58.428,0.001
val2017/000000427655.jpg,104.869,68.305,0.716
val2017/000000299887.jpg,106.209,59.771,0.881
val2017/000000341058.jpg,101.617,61.842,0.49
val2017/000000575500.jpg,107.7,72.285,0.002
val2017/000000356531.jpg,108.192,53.972,0.693
val2017/000000492992.jpg,105.703,46.495,0.0
val2017/000000472678.jpg,105.754,67.833,0.131
val2017/000000157418.jpg,100.842,55.689,0.005
val2017/000000157767.jpg,111.487,66.876,0.845
val2017/000000192699.jpg,104.578,64.32,0.779
val2017/000000109798.jpg,107.947,76.326,0.001
val2017/000000439994.jpg,103.874,67.981,0.821
val2017/000000501005.jpg,106.847,42.825,0.804
val2017/000000485424.jpg,102.55,36.123,0.06
val2017/000000276720.jpg,106.041,64.862,0.004
val2017/000000464089.jpg,105.411,50.111,0.906
val2017/000000228436.jpg,104.189,64.819,0.127
val2017/000000233370.jpg,105.431,73.409,0.47
val2017/000000443969.jpg,99.835,52.472,0.868
val2017/000000490936.jpg,104.522,65.134,0.876
val2017/000000407403.jpg,106.398,61.145,0.002
val2017/000000113354.jpg,107.707,60.321,0.013
val2017/000000417285.jpg,110.297,59.912,0.298
val2017/000000012748.jpg,105.404,66.669,0.552
val2017/000000104669.jpg,106.39,74.85,0.167
val2017/000000112378.jpg,109.347,72.607,0.014
val2017/000000412887.jpg,105.692,85.876,0.335
val2017/000000042102.jpg,101.343,85.985,0.928
val2017/000000346968.jpg,102.834,62.644,0.822
val2017/000000013177.jpg,104.526,62.151,0.797
val2017/000000261888.jpg,101.823,66.077,0.808
val2017/000000084031.jpg,106.02,50.113,0.834
val2017/000000226171.jpg,107.298,64.381,0.006
val2017/000000119365.jpg,106.926,66.571,0.643
val2017/000000296224.jpg,103.152,80.633,0.451
val2017/000000396863.jpg,106.759,83.312,0.879
val2017/000000402615.jpg,109.42,71.423,0.821
val2017/000000458755.jpg,104.51,68.761,0.644
val2017/000000474786.jpg,108.269,72.854,0.058
val2017/000000159311.jpg,109.438,53.35,0.002
val2017/000000370711.jpg,105.98,56.112,0.826
val2017/000000105335.jpg,107.206,72.599,0.17
val2017/000000226883.jpg,106.259,72.508,0.001
val2017/000000419379.jpg,110.281,47.416,0.488
val2017/000000000139.jpg,110.765,49.498,0.762
val2017/000000223188.jpg,107.808,55.712,0.816
val2017/000000078404.jpg,103.896,71.708,0.7
val2017/000000288062.jpg,101.45,57.644,0.001
val2017/000000202001.jpg,103.575,76.863,0.693
val2017/000000194506.jpg,106.045,57.569,0.001
val2017/000000434204.jpg,101.214,60.169,0.636
val2017/000000286553.jpg,105.231,60.215,0.831
val2017/000000180296.jpg,106.194,81.024,0.714
val2017/000000179653.jpg,104.882,86.645,0.0
val2017/000000140556.jpg,105.611,55.244,0.869
val2017/000000291551.jpg,109.6,65.485,0.931
val2017/000000290163.jpg,104.475,64.753,0.763
val2017/000000017207.jpg,106.423,61.102,0.64
val2017/000000003553.jpg,107.959,78.615,0.432
val2017/000000259830.jpg,109.083,66.146,0.646
val2017/000000439593.jpg,104.03,83.755,0.897
val2017/000000106757.jpg,106.335,59.05,0.7
val2017/000000303863.jpg,104.354,66.989,0.766
val2017/000000158744.jpg,104.086,87.771,0.792
val2017/000000397351.jpg,107.537,74.802,0.798
val2017/000000039670.jpg,109.138,65.54,0.507
val2017/000000064084.jpg,103.575,70.866,0.118
val2017/000000092091.jpg,106.528,60.748,0.729
val2017/000000333745.jpg,104.798,60.803,0.899
val2017/000000299553.jpg,102.208,58.436,0.732
val2017/000000283113.jpg,108.162,46.157,0.002
val2017/000000545958.jpg,104.996,48.575,0.219
val2017/000000568814.jpg,110.743,31.455,0.685
val2017/000000345356.jpg,105.423,55.639,0.815
val2017/000000065350.jpg,103.731,65.591,0.859
val2017/000000534394.jpg,105.917,61.727,0.135
val2017/000000109992.jpg,105.712,63.656,0.754
val2017/000000422998.jpg,110.572,60.668,0.652
val2017/000000094326.jpg,109.876,55.593,0.738
val2017/000000191845.jpg,105.686,64.3,0.826
val2017/000000434230.jpg,111.203,56.621,0.756
val2017/000000005060.jpg,109.185,58.143,0.868
val2017/000000088951.jpg,109.969,69.964,0.817
val2017/000000244833.jpg,114.348,59.869,0.658
val2017/000000433515.jpg,102.728,49.412,0.418
val2017/000000565045.jpg,106.228,33.196,0.747
val2017/000000425390.jpg,103.496,56.025,0.003
val2017/000000423519.jpg,103.092,60.201,0.038
val2017/000000485480.jpg,113.761,36.584,0.893
val2017/000000529762.jpg,107.205,79.325,0.688
val2017/000000248400.jpg,106.558,58.398,0.613
val2017/000000328601.jpg,105.809,52.693,0.801
val2017/000000413689.jpg,105.027,64.65,0.838
val2017/000000410650.jpg,108.796,52.737,0.901
val2017/000000374551.jpg,105.414,46.339,0.0
val2017/000000399764.jpg,109.017,65.201,0.816
val2017/000000158227.jpg,109.291,49.564,0.82
val2017/000000186624.jpg,105.085,80.855,0.818
val2017/000000172330.jpg,107.64,72.491,0.001
val2017/000000328430.jpg,107.71,72.809,0.914
val2017/000000181499.jpg,106.214,87.413,0.288
val2017/000000275791.jpg,105.285,54.117,0.658
val2017/000000530820.jpg,107.728,47.673,0.865
val2017/000000515445.jpg,106.486,55.606,0.765
val2017/000000062692.jpg,104.98,36.153,0.842
val2017/000000545594.jpg,104.021,67.675,0.688
val2017/000000107339.jpg,107.581,51.306,0.852
val2017/000000279887.jpg,108.102,58.98,0.059
val2017/000000056127.jpg,112.267,66.954,0.0
val2017/000000302165.jpg,105.548,63.775,0.07
val2017/000000113720.jpg,110.288,62.531,0.815
val2017/000000150726.jpg,109.967,70.531,0.001
val2017/000000402334.jpg,100.428,40.813,0.012
val2017/000000248810.jpg,107.665,58.799,0.352
val2017/000000061960.jpg,110.192,58.266,0.749
val2017/000000370677.jpg,108.433,57.747,0.856
val2017/000000449312.jpg,107.72,69.512,0.665
val2017/000000126226.jpg,107.76,81.501,0.744
val2017/000000376284.jpg,106.384,50.741,0.009
val2017/000000369310.jpg,109.711,53.793,0.821
val2017/000000504589.jpg,108.929,76.459,0.901
val2017/000000448256.jpg,106.789,75.097,0.806
val2017/000000312406.jpg,118.165,46.372,0.001
val2017/000000397279.jpg,109.165,26.75,0.857
val2017/000000184384.jpg,108.407,64.313,0.047
val2017/000000226154.jpg,107.025,68.022,0.67
val2017/000000007574.jpg,109.009,61.083,0.047
val2017/000000214192.jpg,110.575,55.131,0.821
val2017/000000049091.jpg,106.168,87.787,0.004
val2017/000000187513.jpg,110.723,50.252,0.034
val2017/000000482319.jpg,106.316,54.11,0.732
val2017/000000257084.jpg,108.714,84.79,0.699
val2017/000000357978.jpg,106.586,54.481,0.935
val2017/000000480936.jpg,106.492,53.537,0.921
val2017/000000155145.jpg,111.318,38.471,0.673
val2017/000000106266.jpg,114.268,70.82,0.006
val2017/000000041635.jpg,105.567,74.71,0.114
val2017/000000226408.jpg,105.577,81.687,0.532
val2017/000000013291.jpg,106.488,51.45,0.89
val2017/000000062353.jpg,110.621,81.343,0.646
val2017/000000166521.jpg,105.789,55.675,0.275
val2017/000000283038.jpg,103.869,60.475,0.032
val2017/000000064499.jpg,107.751,82.282,0.33
val2017/000000337987.jpg,116.623,62.235,0.0
val2017/000000476787.jpg,112.808,66.485,0.018
val2017/000000032334.jpg,106.912,76.216,0.816
val2017/000000466835.jpg,117.381,58.522,0.381
val2017/000000477227.jpg,106.569,47.927,0.128
val2017/000000535306.jpg,103.883,62.248,0.556
val2017/000000519039.jpg,108.005,68.583,0.002
val2017/000000451571.jpg,112.469,56.923,0.001
val2017/000000482100.jpg,107.816,79.802,0.399
val2017/000000292446.jpg,107.368,52.622,0.731
val2017/000000190923.jpg,106.998,58.899,0.755
val2017/000000304365.jpg,106.742,46.311,0.835
val2017/000000347163.jpg,104.707,60.566,0.001
val2017/000000515266.jpg,106.835,64.35,0.017
val2017/000000285047.jpg,105.586,76.463,0.743
val2017/000000066886.jpg,107.121,56.127,0.808
val2017/000000115885.jpg,107.532,65.063,0.044
val2017/000000420840.jpg,111.438,50.66,0.651
val2017/000000094944.jpg,103.041,43.726,0.793
val2017/000000226592.jpg,108.229,64.214,0.441
val2017/000000004395.jpg,108.857,98.305,0.669
val2017/000000468632.jpg,111.789,51.099,0.888
val2017/000000091500.jpg,111.234,47.156,0.847
val2017/000000458410.jpg,110.295,51.288,0.039
val2017/000000257478.jpg,113.746,39.397,0.892
val2017/000000485802.jpg,104.931,28.575,0.042
val2017/000000320696.jpg,101.388,73.756,0.9
val2017/000000154705.jpg,106.86,58.113,0.178
val2017/000000078420.jpg,108.114,83.753,0.003
val2017/000000360393.jpg,110.65,56.744,0.025
val2017/000000009891.jpg,107.417,65.555,0.836
val2017/000000309964.jpg,107.666,69.608,0.874
val2017/000000147725.jpg,109.257,61.428,0.525
val2017/000000210708.jpg,109.243,48.176,0.001
val2017/000000369751.jpg,112.969,65.392,0.243
val2017/000000467315.jpg,112.801,52.73,0.578
val2017/000000089670.jpg,109.44,56.358,0.0
val2017/000000434548.jpg,112.004,60.656,0.886
val2017/000000245448.jpg,106.972,64.403,0.86
val2017/000000526751.jpg,104.424,58.311,0.293
val2017/000000124798.jpg,105.911,54.738,0.437
val2017/000000058705.jpg,96.179,65.869,0.818
val2017/000000306582.jpg,113.142,59.792,0.192
val2017/000000545100.jpg,107.168,60.978,0.821
val2017/000000427055.jpg,105.314,59.36,0.118
val2017/000000137294.jpg,107.391,54.347,0.732
val2017/000000065288.jpg,111.43,70.952,0.76
val2017/000000017031.jpg,122.517,61.733,0.22
val2017/000000090208.jpg,107.051,67.433,0.22
val2017/000000537270.jpg,107.727,67.736,0.725
val2017/000000493334.jpg,113.458,40.708,0.563
val2017/000000037988.jpg,112.457,40.668,0.918
val2017/000000057232.jpg,109.696,79.98,0.018
val2017/000000422670.jpg,108.808,81.24,0.583
val2017/000000386352.jpg,105.605,66.442,0.888
val2017/000000498919.jpg,121.451,43.272,0.249
val2017/000000173008.jpg,111.184,60.11,0.785
val2017/000000027696.jpg,111.63,67.909,0.295
val2017/000000242946.jpg,109.138,57.084,0.81
val2017/000000295316.jpg,99.718,33.21,0.861
val2017/000000151480.jpg,112.567,48.988,0.836
val2017/000000581206.jpg,110.587,66.906,0.348
val2017/000000491470.jpg,107.072,73.291,0.003
val2017/000000292005.jpg,114.001,20.638,0.001
val2017/000000356169.jpg,106.937,71.638,0.008
val2017/000000215114.jpg,109.006,63.477,0.653
val2017/000000027982.jpg,106.936,73.859,0.002
val2017/000000008844.jpg,114.688,61.399,0.712
val2017/000000175251.jpg,108.771,54.438,0.828
val2017/000000231580.jpg,109.412,55.833,0.896
val2017/000000221708.jpg,111.78,62.105,0.008
val2017/000000203931.jpg,107.414,64.081,0.867
val2017/000000142585.jpg,107.435,74.171,0.66
